paperId,finding_no,YOUR_VERDICT,YOUR_NOTES,title,study_type,sample_size,population,citations,age_min_months,age_max_months,age_basis,age_quote,age_quote_check,funding,assumptions,n_findings,extractor_notes,exposure,comparator,outcome,outcome_desirable,effect,effect_size,effect_size_check,finding,abstract
W3004912538,8,,,"Trends and factors associated to early initiation of breastfeeding, exclusive breastfeeding and duration of breastfeeding in Ethiopia: evidence from the Ethiopia Demographic and Health Survey 2016",cross-sectional,5122,"Ethiopian children, Demographic and Health Survey 2016",152,,,unknown,,,not stated,"initiation of breastfeeding immediately after birth, exclusive breastfeeding, and continuous breastfeeding for at least 2 years lower the risk of newborn deaths",11,Hazard ratios above 1 here mean longer duration per the abstract's own reading; effect coded to duration direction as the abstract states it.,no baby postnatal checkup,postnatal checkup,exclusive breastfeeding,good,decreased,"OR 0.53, 95% CI 0.39, 0.73",ok,No postnatal checkup was associated with non-exclusive breastfeeding.,"BACKGROUND: Initiation of breastfeeding immediately after birth, exclusive breastfeeding, and continuous breastfeeding for at least 2 years lower the risk of newborn deaths. This study was conducted to examine the trends and factors associated with early initiation of breastfeeding, exclusive breastfeeding and duration of breastfeeding in Ethiopia. METHODS: Data for this study were extracted from the Ethiopian Demographic and Health Survey 2016. A total of 5122 children were included in the analysis. Multivariate logistic regression analysis, and Cox proportional hazards model were fitted to find the factors associated with breastfeeding practices. Reported p - values < 0.05 or a 95% Confidence Interval of Odds Ratio/Hazard Ratio excluding one was considered as significant association with early initiation of breastfeeding, exclusive breastfeeding, duration of breastfeeding and independent variables. RESULTS: About 81.8% of the children initiated breastfeeding within 1 h of birth and during the day before an interview, 47% were exclusively breastfed during the first 6 months. The median duration of breastfeeding was 22 months (22 ± 0.50 months 95% Confidence Interval [CI] 21.01-22.99). Rural residents (Odds Ratio [OR] 0.71, 95% CI 0.51, 0.99), mothers with no antenatal follow up (OR 0.75, 95% CI 0.57, 0.99), caesarean birth (OR 0.80, 95% CI 0.66, 0.96) and home delivery were associated with low initiation of breastfeeding within 1 h of birth. Mothers with no/primary education (OR 0.62, 95% CI 0.40, 0.96), no baby postnatal checkup (OR 0.53, 95% CI 0.39, 0.73), average/larger size of a child at birth (OR 0.80, 95% CI 0.65, 0.99) and deliveries outside of health centers were significantly associated with non-exclusive breastfeeding at the time of the interview. Further, mothers living in Amhara (Hazard Ratio [HR] 1.31, 95% CI 1.05, 1.64), Oromia (HR 1.27, 95% CI 1.04, 1.54), and Benishangul-Gumuz (HR 1.34, 95% CI 1.09, 1.65) regions had a longer duration of breastfeeding while Muslims, employed mothers, multiple births and poor economic level of households were associated with shorter durations of breastfeeding. CONCLUSIONS: Rural residence, female sex, home delivery, caesarean birth, small birthweight baby and large family size were associated with late initiation of breastfeeding. Living in Affar, Somali, and Harari, primary education level of mothers, giving birth outside of health facilities, no antenatal care follow up, and no postnatal check-up were associated with non-exclusive breastfeeding, while younger age mothers, Muslims, giving birth outside of health facilities, and employed mothers were associated with shorter time to cessation of breastfeeding. Providing health education and counseling for mothers during and after pregnancy should be encouraged."
W3004912538,9,,,"Trends and factors associated to early initiation of breastfeeding, exclusive breastfeeding and duration of breastfeeding in Ethiopia: evidence from the Ethiopia Demographic and Health Survey 2016",cross-sectional,5122,"Ethiopian children, Demographic and Health Survey 2016",152,,,unknown,,,not stated,"initiation of breastfeeding immediately after birth, exclusive breastfeeding, and continuous breastfeeding for at least 2 years lower the risk of newborn deaths",11,Hazard ratios above 1 here mean longer duration per the abstract's own reading; effect coded to duration direction as the abstract states it.,average/larger size of a child at birth,smaller birth size,exclusive breastfeeding,good,decreased,"OR 0.80, 95% CI 0.65, 0.99",ok,"Average or larger birth size was associated with non-exclusive breastfeeding, as were deliveries outside health centers.","BACKGROUND: Initiation of breastfeeding immediately after birth, exclusive breastfeeding, and continuous breastfeeding for at least 2 years lower the risk of newborn deaths. This study was conducted to examine the trends and factors associated with early initiation of breastfeeding, exclusive breastfeeding and duration of breastfeeding in Ethiopia. METHODS: Data for this study were extracted from the Ethiopian Demographic and Health Survey 2016. A total of 5122 children were included in the analysis. Multivariate logistic regression analysis, and Cox proportional hazards model were fitted to find the factors associated with breastfeeding practices. Reported p - values < 0.05 or a 95% Confidence Interval of Odds Ratio/Hazard Ratio excluding one was considered as significant association with early initiation of breastfeeding, exclusive breastfeeding, duration of breastfeeding and independent variables. RESULTS: About 81.8% of the children initiated breastfeeding within 1 h of birth and during the day before an interview, 47% were exclusively breastfed during the first 6 months. The median duration of breastfeeding was 22 months (22 ± 0.50 months 95% Confidence Interval [CI] 21.01-22.99). Rural residents (Odds Ratio [OR] 0.71, 95% CI 0.51, 0.99), mothers with no antenatal follow up (OR 0.75, 95% CI 0.57, 0.99), caesarean birth (OR 0.80, 95% CI 0.66, 0.96) and home delivery were associated with low initiation of breastfeeding within 1 h of birth. Mothers with no/primary education (OR 0.62, 95% CI 0.40, 0.96), no baby postnatal checkup (OR 0.53, 95% CI 0.39, 0.73), average/larger size of a child at birth (OR 0.80, 95% CI 0.65, 0.99) and deliveries outside of health centers were significantly associated with non-exclusive breastfeeding at the time of the interview. Further, mothers living in Amhara (Hazard Ratio [HR] 1.31, 95% CI 1.05, 1.64), Oromia (HR 1.27, 95% CI 1.04, 1.54), and Benishangul-Gumuz (HR 1.34, 95% CI 1.09, 1.65) regions had a longer duration of breastfeeding while Muslims, employed mothers, multiple births and poor economic level of households were associated with shorter durations of breastfeeding. CONCLUSIONS: Rural residence, female sex, home delivery, caesarean birth, small birthweight baby and large family size were associated with late initiation of breastfeeding. Living in Affar, Somali, and Harari, primary education level of mothers, giving birth outside of health facilities, no antenatal care follow up, and no postnatal check-up were associated with non-exclusive breastfeeding, while younger age mothers, Muslims, giving birth outside of health facilities, and employed mothers were associated with shorter time to cessation of breastfeeding. Providing health education and counseling for mothers during and after pregnancy should be encouraged."
W3004912538,10,,,"Trends and factors associated to early initiation of breastfeeding, exclusive breastfeeding and duration of breastfeeding in Ethiopia: evidence from the Ethiopia Demographic and Health Survey 2016",cross-sectional,5122,"Ethiopian children, Demographic and Health Survey 2016",152,,,unknown,,,not stated,"initiation of breastfeeding immediately after birth, exclusive breastfeeding, and continuous breastfeeding for at least 2 years lower the risk of newborn deaths",11,Hazard ratios above 1 here mean longer duration per the abstract's own reading; effect coded to duration direction as the abstract states it.,"living in Amhara, Oromia, or Benishangul-Gumuz regions",other regions,duration of breastfeeding,good,increased,"Hazard Ratio [HR] 1.31, 95% CI 1.05, 1.64",ok,"Mothers in Amhara, Oromia and Benishangul-Gumuz regions breastfed for longer.","BACKGROUND: Initiation of breastfeeding immediately after birth, exclusive breastfeeding, and continuous breastfeeding for at least 2 years lower the risk of newborn deaths. This study was conducted to examine the trends and factors associated with early initiation of breastfeeding, exclusive breastfeeding and duration of breastfeeding in Ethiopia. METHODS: Data for this study were extracted from the Ethiopian Demographic and Health Survey 2016. A total of 5122 children were included in the analysis. Multivariate logistic regression analysis, and Cox proportional hazards model were fitted to find the factors associated with breastfeeding practices. Reported p - values < 0.05 or a 95% Confidence Interval of Odds Ratio/Hazard Ratio excluding one was considered as significant association with early initiation of breastfeeding, exclusive breastfeeding, duration of breastfeeding and independent variables. RESULTS: About 81.8% of the children initiated breastfeeding within 1 h of birth and during the day before an interview, 47% were exclusively breastfed during the first 6 months. The median duration of breastfeeding was 22 months (22 ± 0.50 months 95% Confidence Interval [CI] 21.01-22.99). Rural residents (Odds Ratio [OR] 0.71, 95% CI 0.51, 0.99), mothers with no antenatal follow up (OR 0.75, 95% CI 0.57, 0.99), caesarean birth (OR 0.80, 95% CI 0.66, 0.96) and home delivery were associated with low initiation of breastfeeding within 1 h of birth. Mothers with no/primary education (OR 0.62, 95% CI 0.40, 0.96), no baby postnatal checkup (OR 0.53, 95% CI 0.39, 0.73), average/larger size of a child at birth (OR 0.80, 95% CI 0.65, 0.99) and deliveries outside of health centers were significantly associated with non-exclusive breastfeeding at the time of the interview. Further, mothers living in Amhara (Hazard Ratio [HR] 1.31, 95% CI 1.05, 1.64), Oromia (HR 1.27, 95% CI 1.04, 1.54), and Benishangul-Gumuz (HR 1.34, 95% CI 1.09, 1.65) regions had a longer duration of breastfeeding while Muslims, employed mothers, multiple births and poor economic level of households were associated with shorter durations of breastfeeding. CONCLUSIONS: Rural residence, female sex, home delivery, caesarean birth, small birthweight baby and large family size were associated with late initiation of breastfeeding. Living in Affar, Somali, and Harari, primary education level of mothers, giving birth outside of health facilities, no antenatal care follow up, and no postnatal check-up were associated with non-exclusive breastfeeding, while younger age mothers, Muslims, giving birth outside of health facilities, and employed mothers were associated with shorter time to cessation of breastfeeding. Providing health education and counseling for mothers during and after pregnancy should be encouraged."
W3004912538,11,,,"Trends and factors associated to early initiation of breastfeeding, exclusive breastfeeding and duration of breastfeeding in Ethiopia: evidence from the Ethiopia Demographic and Health Survey 2016",cross-sectional,5122,"Ethiopian children, Demographic and Health Survey 2016",152,,,unknown,,,not stated,"initiation of breastfeeding immediately after birth, exclusive breastfeeding, and continuous breastfeeding for at least 2 years lower the risk of newborn deaths",11,Hazard ratios above 1 here mean longer duration per the abstract's own reading; effect coded to duration direction as the abstract states it.,"Muslim religion, maternal employment, multiple births, poor household",,duration of breastfeeding,good,decreased,,,"Muslim religion, maternal employment, multiple births and poor economic level were associated with shorter breastfeeding duration.","BACKGROUND: Initiation of breastfeeding immediately after birth, exclusive breastfeeding, and continuous breastfeeding for at least 2 years lower the risk of newborn deaths. This study was conducted to examine the trends and factors associated with early initiation of breastfeeding, exclusive breastfeeding and duration of breastfeeding in Ethiopia. METHODS: Data for this study were extracted from the Ethiopian Demographic and Health Survey 2016. A total of 5122 children were included in the analysis. Multivariate logistic regression analysis, and Cox proportional hazards model were fitted to find the factors associated with breastfeeding practices. Reported p - values < 0.05 or a 95% Confidence Interval of Odds Ratio/Hazard Ratio excluding one was considered as significant association with early initiation of breastfeeding, exclusive breastfeeding, duration of breastfeeding and independent variables. RESULTS: About 81.8% of the children initiated breastfeeding within 1 h of birth and during the day before an interview, 47% were exclusively breastfed during the first 6 months. The median duration of breastfeeding was 22 months (22 ± 0.50 months 95% Confidence Interval [CI] 21.01-22.99). Rural residents (Odds Ratio [OR] 0.71, 95% CI 0.51, 0.99), mothers with no antenatal follow up (OR 0.75, 95% CI 0.57, 0.99), caesarean birth (OR 0.80, 95% CI 0.66, 0.96) and home delivery were associated with low initiation of breastfeeding within 1 h of birth. Mothers with no/primary education (OR 0.62, 95% CI 0.40, 0.96), no baby postnatal checkup (OR 0.53, 95% CI 0.39, 0.73), average/larger size of a child at birth (OR 0.80, 95% CI 0.65, 0.99) and deliveries outside of health centers were significantly associated with non-exclusive breastfeeding at the time of the interview. Further, mothers living in Amhara (Hazard Ratio [HR] 1.31, 95% CI 1.05, 1.64), Oromia (HR 1.27, 95% CI 1.04, 1.54), and Benishangul-Gumuz (HR 1.34, 95% CI 1.09, 1.65) regions had a longer duration of breastfeeding while Muslims, employed mothers, multiple births and poor economic level of households were associated with shorter durations of breastfeeding. CONCLUSIONS: Rural residence, female sex, home delivery, caesarean birth, small birthweight baby and large family size were associated with late initiation of breastfeeding. Living in Affar, Somali, and Harari, primary education level of mothers, giving birth outside of health facilities, no antenatal care follow up, and no postnatal check-up were associated with non-exclusive breastfeeding, while younger age mothers, Muslims, giving birth outside of health facilities, and employed mothers were associated with shorter time to cessation of breastfeeding. Providing health education and counseling for mothers during and after pregnancy should be encouraged."
W3047982017,1,,,Young Children's Tablet Computer Play.,review,not stated,young children using tablet computers (literature review),7,,,unknown,,,not stated,,1,Scholarly literature review with argumentative conclusions rather than empirical results.,tablet computer play,,dependence on sociocultural conditions,unclear,unclear,,,"Review finds tablet play relies on sociocultural conditions as well as technology, and apps for young children lack affordances for creativity.","The author reviews the research and scholarly literature about young children’s play with tablet computers and identifies four major topics relevant to the subject—digital literacy, learning, transgressive and creative play, and parental involvement. He finds that young children’s tablet computer play relies not only on technology, but also on sociocultural conditions. He argues that research should pay greater attention to transgressive play and should in general treat play as an autotelic concept because the nuances of play are as important as its function. He calls attention to the lack of affordances for creativity in apps for young children, explores the need for parental involvement in young children’s tablet computer play, and discusses the importance of agency and access in such play. Key words: digital media; iPad; tablet computer; play and young children"
W3092706693,1,,,Sleeping late is a risk factor for myopia development amongst school-aged children in China,cohort,6295,"school-aged children, Shanghai, China",81,,,unknown,,,not stated,myopia is projected to affect half of the world's population in 30 years,3,"'School-aged children' too broad to bound numerically, so ages left null.",sleeping late,earlier sleepers,myopia prevalence at baseline,bad,increased,"odds ratio [OR] = 1.55, p = 0.04",ok,"Sleeping late was associated with higher myopia prevalence at baseline, adjusted for outdoor time, sleep duration and demographics.","Myopia, a leading cause of distance vision impairment, is projected to affect half of the world's population in 30 years. We analysed the relationship between certain demographic, environmental, and behavioural factors and myopia from a 2-year school-based, prospective trial conducted in Shanghai, China. This trial enrolled 6295 school-aged children at baseline and followed them up for 24 months. The relationship between abovementioned factors and myopia was examined and the role of sleep in childhood myopia development was highlighted. Our results suggest that 'sleeping late' is a risk factor for myopia prevalence at baseline (odds ratio [OR] = 1.55, p = 0.04), 2-year myopia incidence (odds ratio [OR] = 1.44, p = 0.02) and progression over 24 months (p = 0.005), after adjusting for residency area, age, gender, sleep duration, and time spent outdoors. The identification and consistency of results with late sleepers being a susceptible group to both myopia onset and progression suggests a complex relationship between circadian rhythm, indoor environment, habitual indoor activities and myopia development and progression. These results can offer new insights to future myopia aetiology studies as well as aid in decision-making of myopia prevention strategies."
W3092706693,2,,,Sleeping late is a risk factor for myopia development amongst school-aged children in China,cohort,6295,"school-aged children, Shanghai, China",81,,,unknown,,,not stated,myopia is projected to affect half of the world's population in 30 years,3,"'School-aged children' too broad to bound numerically, so ages left null.",sleeping late,earlier sleepers,2-year myopia incidence,bad,increased,"[OR] = 1.44, p = 0.02",ok,Sleeping late was associated with higher 2-year myopia incidence.,"Myopia, a leading cause of distance vision impairment, is projected to affect half of the world's population in 30 years. We analysed the relationship between certain demographic, environmental, and behavioural factors and myopia from a 2-year school-based, prospective trial conducted in Shanghai, China. This trial enrolled 6295 school-aged children at baseline and followed them up for 24 months. The relationship between abovementioned factors and myopia was examined and the role of sleep in childhood myopia development was highlighted. Our results suggest that 'sleeping late' is a risk factor for myopia prevalence at baseline (odds ratio [OR] = 1.55, p = 0.04), 2-year myopia incidence (odds ratio [OR] = 1.44, p = 0.02) and progression over 24 months (p = 0.005), after adjusting for residency area, age, gender, sleep duration, and time spent outdoors. The identification and consistency of results with late sleepers being a susceptible group to both myopia onset and progression suggests a complex relationship between circadian rhythm, indoor environment, habitual indoor activities and myopia development and progression. These results can offer new insights to future myopia aetiology studies as well as aid in decision-making of myopia prevention strategies."
W3092706693,3,,,Sleeping late is a risk factor for myopia development amongst school-aged children in China,cohort,6295,"school-aged children, Shanghai, China",81,,,unknown,,,not stated,myopia is projected to affect half of the world's population in 30 years,3,"'School-aged children' too broad to bound numerically, so ages left null.",sleeping late,earlier sleepers,myopia progression over 24 months,bad,increased,p = 0.005,ok,Sleeping late was associated with greater myopia progression over 24 months.,"Myopia, a leading cause of distance vision impairment, is projected to affect half of the world's population in 30 years. We analysed the relationship between certain demographic, environmental, and behavioural factors and myopia from a 2-year school-based, prospective trial conducted in Shanghai, China. This trial enrolled 6295 school-aged children at baseline and followed them up for 24 months. The relationship between abovementioned factors and myopia was examined and the role of sleep in childhood myopia development was highlighted. Our results suggest that 'sleeping late' is a risk factor for myopia prevalence at baseline (odds ratio [OR] = 1.55, p = 0.04), 2-year myopia incidence (odds ratio [OR] = 1.44, p = 0.02) and progression over 24 months (p = 0.005), after adjusting for residency area, age, gender, sleep duration, and time spent outdoors. The identification and consistency of results with late sleepers being a susceptible group to both myopia onset and progression suggests a complex relationship between circadian rhythm, indoor environment, habitual indoor activities and myopia development and progression. These results can offer new insights to future myopia aetiology studies as well as aid in decision-making of myopia prevention strategies."
W3112982005,1,,,Are Safe Sleep Practice Recommendations For Infants Being Applied Among Caregivers?,cross-sectional,506,"caregivers of infants under one year, Jeddah, Saudi Arabia",9,0,12,stated,all infants below the age of one year,ok,not stated,"SIDS is related to many factors, such as the baby's position and objects in the crib",3,Descriptive survey; findings are prevalences without comparative effects.,safe sleep education from health care providers,,proportion of caregivers educated,good,unclear,22.5%,ok,Only 22.5% of caregivers had received safe sleep education from health care providers.,"Background Sudden infant death syndrome (SIDS) is defined as the sudden unexpected death of an infant, even after investigations and autopsy. SIDS is related to many factors, such as the baby's position and objects in the crib. Adherence to safe sleep recommendations in Saudi Arabia is unclear. This study aims to assess caregivers' implementation of safe sleep practices and if they received any safe sleep education through health care workers. Methods This was a cross-sectional, descriptive study. Inclusion criteria included all infants below the age of one year. Exclusion criteria included infants who were born premature, used ventilation, had a tracheostomy, any anomaly in the upper airway, or underwent spine surgery. A semi-structured questionnaire was used. Data were collected from mothers who had infants visiting the outpatient department of King Abdulaziz University Hospital in Jeddah, Saudi Arabia. An electronic survey was also created and published on a social platform. Statistical analysis was conducted with the aid of the Statistical Package for Social Sciences (SPSS) software, version 26 (IBM SPSS Statistics, Armonk, NY). Results Among 506 participants, only 22.5% were found to receive education about safe practices from health care providers. Fortunately, most of the infants (63.2%) were found to sleep in a supine position most of the nights. Adherent caregivers to placing the child in a designated baby bed and in a supine position most nights represented 44.86% of the sample. However, when asked about placing any of the following objects in the bed (pillows, blankets, soft toys, hard toys, and electric wires), the percentage of adherence dropped down to only 1.58%. Conclusion There was an obvious non-adherence among caregivers and a possible lack of knowledge of safe sleep recommendations for infants. This highlights the need for optimal education by health care workers and the rule of media and campaigns is obvious and essential to improving their practices and, hopefully, decreasing the risk of SIDS."
W3112982005,2,,,Are Safe Sleep Practice Recommendations For Infants Being Applied Among Caregivers?,cross-sectional,506,"caregivers of infants under one year, Jeddah, Saudi Arabia",9,0,12,stated,all infants below the age of one year,ok,not stated,"SIDS is related to many factors, such as the baby's position and objects in the crib",3,Descriptive survey; findings are prevalences without comparative effects.,supine sleep positioning,,adherence to supine sleeping,good,unclear,63.2%,ok,63.2% of infants slept supine most nights; 44.86% adhered to both a designated bed and supine position.,"Background Sudden infant death syndrome (SIDS) is defined as the sudden unexpected death of an infant, even after investigations and autopsy. SIDS is related to many factors, such as the baby's position and objects in the crib. Adherence to safe sleep recommendations in Saudi Arabia is unclear. This study aims to assess caregivers' implementation of safe sleep practices and if they received any safe sleep education through health care workers. Methods This was a cross-sectional, descriptive study. Inclusion criteria included all infants below the age of one year. Exclusion criteria included infants who were born premature, used ventilation, had a tracheostomy, any anomaly in the upper airway, or underwent spine surgery. A semi-structured questionnaire was used. Data were collected from mothers who had infants visiting the outpatient department of King Abdulaziz University Hospital in Jeddah, Saudi Arabia. An electronic survey was also created and published on a social platform. Statistical analysis was conducted with the aid of the Statistical Package for Social Sciences (SPSS) software, version 26 (IBM SPSS Statistics, Armonk, NY). Results Among 506 participants, only 22.5% were found to receive education about safe practices from health care providers. Fortunately, most of the infants (63.2%) were found to sleep in a supine position most of the nights. Adherent caregivers to placing the child in a designated baby bed and in a supine position most nights represented 44.86% of the sample. However, when asked about placing any of the following objects in the bed (pillows, blankets, soft toys, hard toys, and electric wires), the percentage of adherence dropped down to only 1.58%. Conclusion There was an obvious non-adherence among caregivers and a possible lack of knowledge of safe sleep recommendations for infants. This highlights the need for optimal education by health care workers and the rule of media and campaigns is obvious and essential to improving their practices and, hopefully, decreasing the risk of SIDS."
W3112982005,3,,,Are Safe Sleep Practice Recommendations For Infants Being Applied Among Caregivers?,cross-sectional,506,"caregivers of infants under one year, Jeddah, Saudi Arabia",9,0,12,stated,all infants below the age of one year,ok,not stated,"SIDS is related to many factors, such as the baby's position and objects in the crib",3,Descriptive survey; findings are prevalences without comparative effects.,"keeping objects (pillows, blankets, toys, wires) out of the bed",,adherence to object-free sleep environment,good,unclear,1.58%,ok,"Adherence dropped to 1.58% when object-free bedding was included, indicating widespread non-adherence.","Background Sudden infant death syndrome (SIDS) is defined as the sudden unexpected death of an infant, even after investigations and autopsy. SIDS is related to many factors, such as the baby's position and objects in the crib. Adherence to safe sleep recommendations in Saudi Arabia is unclear. This study aims to assess caregivers' implementation of safe sleep practices and if they received any safe sleep education through health care workers. Methods This was a cross-sectional, descriptive study. Inclusion criteria included all infants below the age of one year. Exclusion criteria included infants who were born premature, used ventilation, had a tracheostomy, any anomaly in the upper airway, or underwent spine surgery. A semi-structured questionnaire was used. Data were collected from mothers who had infants visiting the outpatient department of King Abdulaziz University Hospital in Jeddah, Saudi Arabia. An electronic survey was also created and published on a social platform. Statistical analysis was conducted with the aid of the Statistical Package for Social Sciences (SPSS) software, version 26 (IBM SPSS Statistics, Armonk, NY). Results Among 506 participants, only 22.5% were found to receive education about safe practices from health care providers. Fortunately, most of the infants (63.2%) were found to sleep in a supine position most of the nights. Adherent caregivers to placing the child in a designated baby bed and in a supine position most nights represented 44.86% of the sample. However, when asked about placing any of the following objects in the bed (pillows, blankets, soft toys, hard toys, and electric wires), the percentage of adherence dropped down to only 1.58%. Conclusion There was an obvious non-adherence among caregivers and a possible lack of knowledge of safe sleep recommendations for infants. This highlights the need for optimal education by health care workers and the rule of media and campaigns is obvious and essential to improving their practices and, hopefully, decreasing the risk of SIDS."
W3123712456,1,,,Pragmatic Profiles of Toddlers With Autism Spectrum Disorder at the Onset of Speech,case-control,24,ASD and typically developing toddlers with mothers,4,17,28,stated,"median 28 months, IQR 24.5–35, median 17 months, IQR 17–18",ok,not stated,using speech to communicate pragmatic functions is challenging among individuals with ASD,3,"Group-comparison observational design (9 ASD vs 15 TD dyads) coded as case-control; ages are group medians at matched lexical stage, not a strict range.",autism spectrum disorder,typically developing toddlers,age at emergence of words,bad,increased,"median 28 months, IQR 24.5–35, median 17 months, IQR 17–18",ok,"ASD toddlers reached a 40-70 word lexicon later than TD toddlers, with greater variability.","Using speech to communicate pragmatic functions is challenging among individuals with Autism Spectrum Disorder (ASD). Given the role language plays in developing everyday skills, we traced the unique pragmatic profile of early words, seeking comparison to typically developing (TD) toddlers at similar lexical stages. Twenty-four mother-toddler dyads participated (9 ASD and 15 TD). Dyads were video recorded when toddlers reached a productive lexicon of 40–70 words. These recordings were captured three times during naturalistic interaction and at two consecutive visits with a 2-month interval. Seven thousand three hundred seventy-six productions were analyzed and classified into four communicative intentions (Declaratives, Requests, Objections, and Non-Communicative speech). ASD toddlers were delayed in the emergence of words compared to TD toddlers, with a greater within-group variability (median 28 months, IQR 24.5–35, median 17 months, IQR 17–18, respectively,p< 0.001). In both groups, the most common communicative intention was Declarative. However, the percentage of Declaratives was higher among TD toddlers across visits compared to ASD toddlers. In both groups, most productions were directed toward the communicative partner, but ASD toddlers used Non-Communicative speech more often than TD peers. Non-Communicative speech gradually decreased over time. We conclude that while TD toddlers begin to talk with an already-established knowledge of the main communicative functions of words, ASD toddlers seem to have only a partial understanding and gradually improve communicative use as they expand their lexicon. These findings bear theoretical and practical implications for early intervention in ASD. We suggest that communicative profiles are affected by individual characteristics and by the interaction style."
W3123712456,2,,,Pragmatic Profiles of Toddlers With Autism Spectrum Disorder at the Onset of Speech,case-control,24,ASD and typically developing toddlers with mothers,4,17,28,stated,"median 28 months, IQR 24.5–35, median 17 months, IQR 17–18",ok,not stated,using speech to communicate pragmatic functions is challenging among individuals with ASD,3,"Group-comparison observational design (9 ASD vs 15 TD dyads) coded as case-control; ages are group medians at matched lexical stage, not a strict range.",autism spectrum disorder,typically developing toddlers,percentage of declarative communicative intentions,good,decreased,,,Declaratives were most common in both groups but proportionally higher among TD toddlers across visits.,"Using speech to communicate pragmatic functions is challenging among individuals with Autism Spectrum Disorder (ASD). Given the role language plays in developing everyday skills, we traced the unique pragmatic profile of early words, seeking comparison to typically developing (TD) toddlers at similar lexical stages. Twenty-four mother-toddler dyads participated (9 ASD and 15 TD). Dyads were video recorded when toddlers reached a productive lexicon of 40–70 words. These recordings were captured three times during naturalistic interaction and at two consecutive visits with a 2-month interval. Seven thousand three hundred seventy-six productions were analyzed and classified into four communicative intentions (Declaratives, Requests, Objections, and Non-Communicative speech). ASD toddlers were delayed in the emergence of words compared to TD toddlers, with a greater within-group variability (median 28 months, IQR 24.5–35, median 17 months, IQR 17–18, respectively,p< 0.001). In both groups, the most common communicative intention was Declarative. However, the percentage of Declaratives was higher among TD toddlers across visits compared to ASD toddlers. In both groups, most productions were directed toward the communicative partner, but ASD toddlers used Non-Communicative speech more often than TD peers. Non-Communicative speech gradually decreased over time. We conclude that while TD toddlers begin to talk with an already-established knowledge of the main communicative functions of words, ASD toddlers seem to have only a partial understanding and gradually improve communicative use as they expand their lexicon. These findings bear theoretical and practical implications for early intervention in ASD. We suggest that communicative profiles are affected by individual characteristics and by the interaction style."
W3123712456,3,,,Pragmatic Profiles of Toddlers With Autism Spectrum Disorder at the Onset of Speech,case-control,24,ASD and typically developing toddlers with mothers,4,17,28,stated,"median 28 months, IQR 24.5–35, median 17 months, IQR 17–18",ok,not stated,using speech to communicate pragmatic functions is challenging among individuals with ASD,3,"Group-comparison observational design (9 ASD vs 15 TD dyads) coded as case-control; ages are group medians at matched lexical stage, not a strict range.",autism spectrum disorder,typically developing toddlers,use of non-communicative speech,bad,increased,,,ASD toddlers used non-communicative speech more often than TD peers; it decreased gradually over time.,"Using speech to communicate pragmatic functions is challenging among individuals with Autism Spectrum Disorder (ASD). Given the role language plays in developing everyday skills, we traced the unique pragmatic profile of early words, seeking comparison to typically developing (TD) toddlers at similar lexical stages. Twenty-four mother-toddler dyads participated (9 ASD and 15 TD). Dyads were video recorded when toddlers reached a productive lexicon of 40–70 words. These recordings were captured three times during naturalistic interaction and at two consecutive visits with a 2-month interval. Seven thousand three hundred seventy-six productions were analyzed and classified into four communicative intentions (Declaratives, Requests, Objections, and Non-Communicative speech). ASD toddlers were delayed in the emergence of words compared to TD toddlers, with a greater within-group variability (median 28 months, IQR 24.5–35, median 17 months, IQR 17–18, respectively,p< 0.001). In both groups, the most common communicative intention was Declarative. However, the percentage of Declaratives was higher among TD toddlers across visits compared to ASD toddlers. In both groups, most productions were directed toward the communicative partner, but ASD toddlers used Non-Communicative speech more often than TD peers. Non-Communicative speech gradually decreased over time. We conclude that while TD toddlers begin to talk with an already-established knowledge of the main communicative functions of words, ASD toddlers seem to have only a partial understanding and gradually improve communicative use as they expand their lexicon. These findings bear theoretical and practical implications for early intervention in ASD. We suggest that communicative profiles are affected by individual characteristics and by the interaction style."
